"Εύβοια-Κάρυστος, Αρχαιολογικό Μουσείο",,24.422428,38.012939,,Κάρυστος,Κριεζώτου,
"Εύβοια-Κερασιά Νηλέως, Μουσείο Απολιθωμένων Θηλαστικών",,23.325177,38.911185,,Κερασιά,Ιστιαίας-Αγίας ʼννας,
Ηγουμενίτσα - Αρχαιολογικό,ΛΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων Τηλέφωνο: 26650.29177-178 Φαξ: 26650.25133 Email: lbepka@culture.gr,20.258742,39.511167,46100,Ηγουμενίτσα,Εθνικής Αντιστάσεως,
Ηράκλειο - Αρχαιολογικό,2810-226092,25.13698,35.3393,,Ηρακλειο Κρητης,Ξανθουλιδου,1
Ηράκλειο - Ιστορικό,2810-283219,25.13108,35.34174,,Ηρακλειο Κρητης,Καλοκαιρινου Λ.,7
Θεατρικό & Κέντρο σπουδών Ελλ. Θεάτρου,210-3629430,23.73425,37.98159,,Αθηνα,Ακαδημιας,52
Θεσσ/νίκη - Μακεδονικού Αγώνα Μουσ.,2310-229778,22.94509,40.62967,54622,,Προξενου Κορομηλα,23
Θεσσ/νίκη - Μουσ. Αθλητισμού,2310-968635,22.96361,40.62755,,Θεσσαλονικη,Αγ. Δημητριου & 3ης Σεπτεμβριου Λεωφορος,
Θεσσ/νίκη - Μουσ. Ύδρευσης,2310-514029,22.90968,40.64465,54628,,26ης Οκτωβριου,43
Θεσσ/νίκη - Μουσικό Μουσ. Μακεδονίας,2310-555263,22.94816,40.63216,,Θεσσαλονικη,Σβωλου Αλ.,10
Θεσσ/νίκη - Πολεμικό Μουσ.,2310-249803,22.95794,40.62757,54636,,Λαμπρακη Γρ.,3
Θεσσ/νίκη - Σιδηρόδρομου,2310-599050,22.92528,40.64557,54627,,Μοναστηριου,28
"Θεσσ/νίκη, Βυζαντινού Πολιτισμού",2310-868570,22.95698,40.62168,54640,,Στρατου Λεωφορος,2
"Θεσσ/νίκη, Μουσ. Εβραικής Παρουσίας",2310-250406,22.93936,40.63521,54624,,Αγ. Μηνα,13
"Θεσσ/νίκη,Μουσ. Αρχαίων Βυζαντ. & Μεταβυζαντ. Οργάνων",2310-517012,22.93859,40.63627,54625,,Κατουνη,12
Θεσσαλονίκη Λαογραφικό και Εθνολογικό Μουσείο Μακεδονίας - Θράκης,,22.95349,40.60996,54642,Θεσσαλονίκη,Βασιλίσσης Όλγας,68
Θήβα - Αρχαιολογικό,22620-27913,23.31693,38.32374,,Θηβα,Θρεψιαδη,
Ίδρυμα Γ. Τσαρούχη,210-8062636,23.80137,38.06329,,Μαρουσι,Πλουταρχου,28
Ίδρυμα Μέιζονος Ελληνισμού,210-4835300,23.69125,37.96266,,Ταυρος,Πειραιως,254
Ιστορίας Ελλ. Ενδυμασίας,210-3629513,23.7395,37.97979,10673,,Δημοκριτου,7
Ιστορικό Πανεπιστημίου Αθηνών,210-3689500,23.72688,37.97334,,Αθηνα,Θολου,5
Ιωάννινα - Αρχαιολογικό,26510-33357,20.85448,39.66834,,Ιωαννινα,Παπαζογλου,16
Ιωάννινα - Ελληνικής Ιστορίας Π.Π. Βρέλλη (Κέρινα ομοιώματα),Τηλ.Fax. 2651092128 www.vrellis.gr,20.872557,39.554562,,Ιωάννινα,,
Ιωάννινα - Λαικής Τέχνης Ηπείρου,26510-25497,20.85546,39.66714,45221,,Παρασκευοπουλου,4
Ιωάννινα-Καλπάκι - Μουσείο Ελληνο-Ιταλικού πολέμου,,20.631297,39.884448,44004,Καλπάκι,Ιωαννίνων-Συνοριακός Σταθμός Κακαβιάς,
Καβάλα - Αρχαιολογικό Μουσείο,2510-222335,24.403922,40.935089,,Καβαλα,Ερυθρου Σταυρου,16
Καλαμάτα - Μπενάκειο Αρχαιολογικό,27210-26209,22.11409,37.04368,,Καλαματα,Παπαζογλου & Μπενακη,
Κανελλόπουλου,210-3251509,23.72585,37.97283,,Αθηνα,Θεωριας & Πανος,
Καρδίτσα-Αρχαιολογικό Μουσείο Καρδίτσας,,21.91865,39.36286,43100,Καρδίτσα,Λαχανά,1
Κέντρο Μελετών Ακρόπολης,210-9241107,23.7299,37.96932,,Αθηνα,Στρατηγου Μακρυγιαννη,2
Κέρκυρα - Αρχαιολογικό,26610-33720,19.92224,39.61848,49100,,Βραιλα Π. - Αρμενη,1
Κέρκυρα - Δημοτική Πινακοθήκη Κερκύρας,,19.92222,39.62048,49100,Κέρκυρα,Ακαδημίας,1
Κέρκυρα - Μουσείο Ασιατικής Τέχνης,,19.924514,39.625516,,Κέρκυρα,,
Κέρκυρα Μουσείο Καποδίστρια,,19.92437,39.6263,,Κέρκυρα,Καποδιστρίου,120
Κοζάνη - Ιστορικό Λαογραφικό Φυσικής Ιστορίας,24610-33978,21.78527,40.30104,50100,,Δραγουμη Ιων.,9
Κοζανη Αρχαιολογικο Μουσειο,,21.785627,40.302152,,Κοζανη,,
Κολωνάκι - Βυζαντινό & Χριστιανικό,210-7211027,23.74103,37.97557,,Αθηνα,Βας. Σοφιας Λεωφορος,21
Κομοτηνή - Αρχαιολογικό,25310-22411,25.3982,41.11658,69100,,Συμεωνιδη,1
Κομοτηνή Εκκλησιαστικό Μουσείο Ιεράς Μητροπόλεως Μαρωνείας και Κομοτηνής,,25.40176,41.11931,69100,Κομοτηνή,Ξενοφώντος,8
Κομοτηνή Μουσείο Καλαθοπλεκτικής των Ρωμά,,25.40989,41.11403,,Κομοτηνή,Σισμανόγλου,26
Κόρινθος - Ιστορικό - Λαογραφικό Μουσείο Κορίνθου,,22.94874,37.9395,20100,Κόρινθος,Ερμού,1
Κοσμημάτων Ηλία Λαλαούνη,210-9237358,23.72677,37.96907,,Αθηνα,Καρυατιδων,6
Κρήτη-Ηράκλειο Δημοτικό Μουσείο της Μάχης της Κρήτης και της Εθνικής Αντίστασης,,25.13835,35.33936,75100,Ηράκλειο Κρήτης,Δουκός Μποφώρ και Ι. Χατζηδάκη,
Κρητη-Χανια Ναυτικο Μουσειο,,24.015811,35.517954,,Χανια,,
Κυκλαδικής & Αρχαίας Ελλ. Τέχνης,210-7228321,23.74211,37.97569,,Αθηνα,Δουκα Νεοφ.,4
Λαικής Τέχνης,210-3229031,23.73231,37.97254,,Αθηνα,Κυδαθηναιων,17
Λακωνία-Αναβρυτή - Βοτανικό και Γεωλογικό Μουσείο Ταϋγέτου ,,22.37668,37.03076,,Αναβρυτή Λακωνίας,,
Λακωνία-Αρεόπολη - Ιδιωτικό Πολεμικό Μουσείο,,22.378875,36.665667,23062,Αρεόπολη Λακωνίας,,
Λακωνία-Γύθειο Μουσείο Γυθείου,,22.56375,36.76153,23200,Γύθειο,Δυρού,
Λακωνία-Σπάρτη - Μουσείο Ελιάς,,22.42586,37.07067,23100,Σπάρτη,Αγίδος,1
Λάρισα - Αρχαιολογικό,2410-288515,22.42284,39.64166,41221,,31ης Αυγουστου,2
Λάρισα - Λαογραφικό - Ιστορικό Μουσείο Λάρισας,,22.42195,39.63599,41500,Λάρισα,Νικηφόρου Μανδηλαρά,74
Λάρισα Σαραντάπορο - Μουσείο Μάχης Σαρανταπόρου,,22.108901,40.024383,40200,Σαραντάπορο,Κοζάνης-Λάρισας,
"Λέσβος, Σίγρι, Φυσικής Ιστορίας",,25.854875,39.211216,81112,Σίγρι,,
Λευκάδα - Αρχαιολογικό,26450-21635,20.704218,38.835303,,Λευκαδα,Σικελιανου Αγγ. και Σβορωνου Ν.,
Μεσσήνη - Χαρακτικής Μαυρομάτιου,27220-24212,22.01088,37.05039,24200,,Καρατζα,15
Μουσ. Αναμνηστικό Ελλ. Βενιζέλου,210-7224238,23.73181,37.97825,10561,,Λαδα Χρ.,2
Μουσ. Αρχαίας Κυπριακής Τέχνης,210-3480000,23.71157,37.98465,10447,,Καστοριας,36
Μουσ. Ελλ. Παιδικής Τέχνης,210-3312621,23.73237,37.97304,10558,,Κοδρου,9
Μουσ. της πόλεως των Αθηνών,210-3220765,23.74279,37.99086,11473,,Παπαρηγοπουλου (Περιοχη Γκυζη),7
Μουσ. Τραίνων ΟΣΕ,210-5126295,23.72126,38.00945,10443,,Σιωκου,4
Μουσείο Ακρόπολης,Τηλ.: 2109000900-1,23.72956,37.96868,,Αθήνα,Μακρυγιάννη,4-Feb
Μουσείο Βούρου-Ευταξία,Τηλ.: 2103231397,23.73153,37.97902,,,Παπαρρηγοπούλου,7
Μουσείο Γ. Γουναρόπουλου,Τηλ.: 2107777601,23.76145,37.97484,,ʼνω Ιλίσια,Γουναρόπουλου,6
Μουσείο Γλυπτικής,210-7513656,23.74105,37.96964,11635,,Ευφοριωνος,16
Μουσείο Γουναρόπουλου,210-7487657,23.76187,37.97578,15771,,Γουναροπουλου,6
ΜΟΥΣΕΙΟ ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ ΠΕΙΡΑΙΑ,"Τηλ.: 2104922587 - (Πολυχώρος Απόλλωνα, Καμίνια)",23.66582,37.95298,,Καμίνια,Πηλίου,1
Μουσείο Ελληνικών Λαϊκών Μουσικών Οργάνων,"Τηλ.: 2103250198, 2103254119",23.72751,37.97448,,Πλάκα Αθήνα Αττικής,Διογένους,3-Jan
Μουσείο Ισλαμικής Τέχνης,Τηλ.: 2103251311,23.72025,37.97911,,Κεραμεικός Αθήνα Αττικής,Ασωμάτων,22
Μουσείο Μακεδονικού Αγώνα,,21.713568,40.167553,,,,
Μουσείο Μαραθώνος,,23.9471,38.1219,,Μαραθώνας,,
Μουσείο Μπενάκη (κτίριο οδού Πειραιώς),Τηλ.: 2103453111,23.70829,37.97402,,,Πειραιώς,138
Μουσείο Μπενάκη-Εργαστήριο Γιάννη Παππά,Τηλ.: 2107773946,23.76947,37.97578,,Ζωγράφου,Ανακρέοντος,38
Μουσείο Πόλεως Αθηνών - Ίδρυμα Βούρου-Ευταξία,Τηλ.: 2103246164,23.73199,37.9792,,Αθήνα,Παπαρρηγοπούλου,7
Μουσείο Πολιτικών Εξορίστων Αϊ-Στράτη,Τηλ.: 2103213488,23.72006,37.97927,,Κεραμεικός Αθήνα,Αγ. Ασωμάτων,31
Μουσείο Συναισθημάτων Παιδικής Ηλικίας,Τηλ.: 2109218329 - λόφος Φιλοπάππου,23.72297,37.96616,,Αθήνα,Καρατζά,7
Μουσείο Χαρακτικής,210-6717097,23.77469,38.00452,15452,,Υακινθων,4
Μπενάκη,210-3671000,23.74066,37.97611,10674,,Κουμπαρη,1
Μύκονος Ναυτικό Μουσείο Αιγαίου,,25.32746,37.44491,,Μύκονος,Ενόπλων Δυνάμεων,10
Μυτιλήνη - Θεοφίλου,22510-41644,26.56359,39.08988,81100,,Βενιζελου Ελευθ.,13
"Μυτιλήνη, Αρχαιολογικό",,26.561229,39.105471,81100,Μυτιλήνη,Αργύρη Εφταλιώτη,
"Μυτιλήνη, Αρχαιολογικό (νέο)",,26.56139,39.107053,81100,Μυτιλήνη,8ης Νοεμβρίου,
"Μυτιλήνη, Βυζαντινό",,26.554534,39.105213,81100,Μυτιλήνη,Αρίωνος,1
Ναυτικό Μουσείο,"Τηλ.: 2104516264 - Φρεαττύδα, Πειραιάς",23.63801,37.92826,,Πειραιάς,Ακτή Θεμιστοκλέους,
Νομισματικό Μουσείο,210-3643774,23.73583,37.97632,10671,,Πανεπιστημιου,12
Πειραιάς - Αρχαιολογικό,210-4521598,23.6443,37.93687,,Πειραιας,Τρικουπη Χαρ.,31
Πολεμικό Μουσ. Ελλάδος,210-7252974,23.74582,37.97598,,Αθηνα,Ριζαρη & Βας. Σοφιας Λεωφορος,
Πρέβεζα - Αρχαιολογικό Μουσείο Νικοπολέως,,20.734433,39.009569,48100,Πρέβεζα,ʼρτας-Πρέβεζας,
Πύργος Τζανετάκη Εθνολογικό Μουσείο Μάνης,,22.57333,36.75403,,Πύργος Τζανετάκη,,
Ρέθυμνο - Παπαγεωργουλάκειο Λαογραφικό,28310-23398,24.47336,35.36944,,Ρεθυμνο,Βερναδου Ε.,30
Σεπόλια - Δωδεκανισιακό,210-5151541,23.71334,37.99714,,Αθηνα,Δωδωνης,19
Σέρρες Εκκλησιαστικό Κειμηλιαρχείο Ιεράς Μητροπόλεως Σερρών και Νιγρίτης,,23.54854,41.09505,,Σέρρες,Λ. Παπαπαύλου,48
Σέρρες Λαογραφικό Μουσείο Σαρακατσάνων,,23.55581,41.09416,,Σέρρες,Κωσταντινουπόλεως,62
Σκηνογραφίας Πάνου Αραβαντινού,210-4194578,23.64779,37.94319,18532,,Αγ. Κωνσταντινου,2
Σπαθάρειο Μουσ. Θεάτρου Σκιών,210-6127245,23.812,38.05054,,Μαρουσι,Αργοναυτων,22
Σπάρτη Κουμαντάρειος Πινακοθήκη,,22.42921,37.07703,,Σπάρτη,,
Τεχνολογικό Μουσείο Αυτοκινήτου Φαέθων,"Τηλ.: 2295039261 - 36ο χλμ. Λεωφ. Μαρκόπουλου-Ωρωπού, Κάλαμος",23.82684,38.22987,,,36ο χλμ. Λεωφ. Μαρκόπουλου,
Τηλεπικοινωνιών ΟΤΕ,210-6201899,23.80515,38.08844,14564,,Πρωτεως,25
Φλώρινα,,21.41383,40.78115,53100,Φλώρινα,Σιδηροδρομικού Σταθμού,3
Φλώρινα Μουσείο Σύγχρονης Τέχνης Φλώρινας,,21.4044,40.77755,53100,Φλώρινα,Λεωφόρος Ελευθερίας,103
Φρυσιρα Σύγχονης Ευρωπαικής Ζωγραφικής,210-3234678,23.73219,37.97227,10558,,Μονης Αστεριου,3
Χαλκίδα - Αρχαιολογικό,22210-25131,23.59371,38.46305,,Χαλκιδα,Βενιζελου Ελευθ.,13
Χανιά - Λαογραφικό Κρητικό Σπίτι,28210-90816,24.01768,35.51531,,Χανια Κρητης,Χαληδων,46
Χίος - Ναυτικό Μουσείο,22710-44139,26.13441,38.36726,82100,,Τσουρη,19
Χίος Αρχαιολογικό Μουσείο Χίου,,26.13961,38.36533,,Χίος,Μιχάλων,10
